date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:01:38	2505/2505	---M-Z	200	added ('OK')	text/css	etag:%229c9-657400b6-31a5f;gz%22	https://html.dynamiclayers.net/dl/charitify/css/slicknav.min.css	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/slicknav.min.css	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:39	82446/82446	---M-Z	200	added ('OK')	text/css	etag:%221420e-657400b6-31a57;gz%22	https://html.dynamiclayers.net/dl/charitify/css/css-animation.min.css	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/css-animation.min.css	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:40	1946/1946	---M-Z	200	added ('OK')	text/css	etag:%2279a-657400b6-31a5c;gz%22	https://html.dynamiclayers.net/dl/charitify/css/nivo-slider.css	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/nivo-slider.css	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:40	41723/41723	---M-Z	200	added ('OK')	text/css	etag:%22a2fb-657400b6-31a5b;gz%22	https://html.dynamiclayers.net/dl/charitify/css/main.css	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/main.css	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:41	5336/5336	---M-Z	200	added ('OK')	text/css	etag:%2214d8-657400b6-31a5e;gz%22	https://html.dynamiclayers.net/dl/charitify/css/responsive.css	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/css/responsive.css	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:41	20106/20106	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e8a-657400d6-31fc3;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:42	22096/22096	---M--	200	added ('OK')	image/png	etag:%225650-657400b9-31ad4;;;%22	https://html.dynamiclayers.net/dl/charitify/img/logo.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/logo.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:42	19311/19311	---M-Z	200	added ('OK')	text/html	etag:%224b6f-657400aa-3185a;gz%22	https://html.dynamiclayers.net/dl/charitify/about.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/about.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:43	29192/29192	---M-Z	200	added ('OK')	text/html	etag:%227208-657400aa-31874;gz%22	https://html.dynamiclayers.net/dl/charitify/causes.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/causes.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:43	19840/19840	---M-Z	200	added ('OK')	text/html	etag:%224d80-657400aa-31878;gz%22	https://html.dynamiclayers.net/dl/charitify/event.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/event.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:44	16585/16585	---M-Z	200	added ('OK')	text/html	etag:%2240c9-657400aa-31879;gz%22	https://html.dynamiclayers.net/dl/charitify/gallery.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/gallery.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:44	18745/18745	---M-Z	200	added ('OK')	text/html	etag:%224939-657400aa-3187c;gz%22	https://html.dynamiclayers.net/dl/charitify/team.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/team.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:45	11341/11341	---M-Z	200	added ('OK')	text/html	etag:%222c4d-657400aa-31859;gz%22	https://html.dynamiclayers.net/dl/charitify/404.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/404.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:45	17166/17166	---M-Z	200	added ('OK')	text/html	etag:%22430e-657400aa-31832;gz%22	https://html.dynamiclayers.net/dl/charitify/blog-grid.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/blog-grid.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:46	22090/22090	---M-Z	200	added ('OK')	text/html	etag:%22564a-657400aa-31833;gz%22	https://html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/blog-left-sidebar.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:46	22079/22079	---M-Z	200	added ('OK')	text/html	etag:%22563f-657400aa-31872;gz%22	https://html.dynamiclayers.net/dl/charitify/blog-right-sidebar.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/blog-right-sidebar.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:46	27431/27431	---M-Z	200	added ('OK')	text/html	etag:%226b27-657400aa-31873;gz%22	https://html.dynamiclayers.net/dl/charitify/blog-single.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/blog-single.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:47	16855/16855	---M-Z	200	added ('OK')	text/html	etag:%2241d7-657400aa-31875;gz%22	https://html.dynamiclayers.net/dl/charitify/contact.html	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/contact.html	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:49	442373/442373	---M--	200	added ('OK')	image/jpeg	etag:%226c005-657400bb-31b36;;;%22	https://html.dynamiclayers.net/dl/charitify/img/slider-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/slider-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:49	133973/133973	---M--	200	added ('OK')	image/jpeg	etag:%2220b55-657400bb-31b37;;;%22	https://html.dynamiclayers.net/dl/charitify/img/slider-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/slider-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:50	2302/2302	---M--	200	added ('OK')	image/png	etag:%228fe-657400b9-31ad0;;;%22	https://html.dynamiclayers.net/dl/charitify/img/icon-1.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/icon-1.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:50	2646/2646	---M--	200	added ('OK')	image/png	etag:%22a56-657400b9-31ad1;;;%22	https://html.dynamiclayers.net/dl/charitify/img/icon-2.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/icon-2.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:51	155500/155500	---M--	200	added ('OK')	image/jpeg	etag:%2225f6c-657400bb-31b38;;;%22	https://html.dynamiclayers.net/dl/charitify/img/slider-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/slider-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:51	2008/2008	---M--	200	added ('OK')	image/png	etag:%227d8-657400b9-31ad2;;;%22	https://html.dynamiclayers.net/dl/charitify/img/icon-3.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/icon-3.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:51	45606/45606	---M--	200	added ('OK')	image/jpeg	etag:%22b226-657400b8-31a8e;;;%22	https://html.dynamiclayers.net/dl/charitify/img/causes-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/causes-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:52	71004/71004	---M--	200	added ('OK')	image/jpeg	etag:%221155c-657400b8-31a8f;;;%22	https://html.dynamiclayers.net/dl/charitify/img/causes-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/causes-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:52	65681/65681	---M--	200	added ('OK')	image/jpeg	etag:%2210091-657400b8-31a90;;;%22	https://html.dynamiclayers.net/dl/charitify/img/causes-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/causes-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:52	22029/22029	---M--	200	added ('OK')	image/png	etag:%22560d-657400bb-31b35;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sign.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sign.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:53	36990/36990	---M--	200	added ('OK')	image/jpeg	etag:%22907e-657400b9-31acc;;;%22	https://html.dynamiclayers.net/dl/charitify/img/history.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/history.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:54	39008/39008	---M--	200	added ('OK')	image/jpeg	etag:%229860-657400b9-31ad6;;;%22	https://html.dynamiclayers.net/dl/charitify/img/mission.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/mission.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:54	103653/103653	---M--	200	added ('OK')	image/jpeg	etag:%22194e5-657400bb-31b2f;;;%22	https://html.dynamiclayers.net/dl/charitify/img/profile.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/profile.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:55	25512/25512	---M--	200	added ('OK')	image/jpeg	etag:%2263a8-657400ba-31b06;;;%22	https://html.dynamiclayers.net/dl/charitify/img/team-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/team-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:56	106885/106885	---M--	200	added ('OK')	image/jpeg	etag:%221a185-657400ba-31b0a;;;%22	https://html.dynamiclayers.net/dl/charitify/img/video.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/video.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:56	32320/32320	---M--	200	added ('OK')	image/jpeg	etag:%227e40-657400ba-31b08;;;%22	https://html.dynamiclayers.net/dl/charitify/img/team-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/team-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:57	51766/51766	---M--	200	added ('OK')	image/jpeg	etag:%22ca36-657400ba-31b07;;;%22	https://html.dynamiclayers.net/dl/charitify/img/team-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/team-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:57	42490/42490	---M--	200	added ('OK')	image/jpeg	etag:%22a5fa-657400ba-31b09;;;%22	https://html.dynamiclayers.net/dl/charitify/img/team-4.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/team-4.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:57	45672/45672	---M--	200	added ('OK')	image/jpeg	etag:%22b268-657400b8-31a9b;;;%22	https://html.dynamiclayers.net/dl/charitify/img/events-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/events-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:58	170458/170458	---M--	200	added ('OK')	image/jpeg	etag:%22299da-657400b8-31a9a;;;%22	https://html.dynamiclayers.net/dl/charitify/img/events-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/events-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:58	40256/40256	---M--	200	added ('OK')	image/jpeg	etag:%229d40-657400b8-31a9c;;;%22	https://html.dynamiclayers.net/dl/charitify/img/events-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/events-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:59	53545/53545	---M--	200	added ('OK')	image/jpeg	etag:%22d129-657400b9-31acd;;;%22	https://html.dynamiclayers.net/dl/charitify/img/home-blog-1.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/home-blog-1.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:01:59	44169/44169	---M--	200	added ('OK')	image/jpeg	etag:%22ac89-657400b9-31ace;;;%22	https://html.dynamiclayers.net/dl/charitify/img/home-blog-2.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/home-blog-2.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:00	2753/2753	---M--	200	added ('OK')	image/png	etag:%22ac1-657400bb-31b39;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-1.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-1.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:00	57483/57483	---M--	200	added ('OK')	image/jpeg	etag:%22e08b-657400b9-31acf;;;%22	https://html.dynamiclayers.net/dl/charitify/img/home-blog-3.jpg	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/home-blog-3.jpg	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:01	17282/17282	---M--	200	added ('OK')	image/png	etag:%224382-657400bb-31b3a;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-2.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-2.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:01	17345/17345	---M--	200	added ('OK')	image/png	etag:%2243c1-657400bb-31b3b;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-3.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-3.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:01	17408/17408	---M--	200	added ('OK')	image/png	etag:%224400-657400bb-31b3c;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-4.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-4.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:02	17158/17158	---M--	200	added ('OK')	image/png	etag:%224306-657400bb-31b3d;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-5.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-5.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:02	17037/17037	---M--	200	added ('OK')	image/png	etag:%22428d-657400bb-31b3e;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-6.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-6.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:03	17242/17242	---M--	200	added ('OK')	image/png	etag:%22435a-657400ba-31b04;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-7.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-7.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:03	19463/19463	---M--	200	added ('OK')	image/png	etag:%224c07-657400ba-31b05;;;%22	https://html.dynamiclayers.net/dl/charitify/img/sponsor-8.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/sponsor-8.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:04	21620/21620	---M--	200	added ('OK')	image/png	etag:%225474-657400b9-31ad3;;;%22	https://html.dynamiclayers.net/dl/charitify/img/logo-light.png	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/img/logo-light.png	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:05	97162/97162	---M-Z	200	added ('OK')	application/x-javascript	etag:%2217b8a-657400d6-31fbb;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery-1.12.4.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:06	24632/24632	---M-Z	200	added ('OK')	application/x-javascript	etag:%226038-657400d6-31fc6;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/tether.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/tether.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:07	5441/5441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221541-657400d6-31fba;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/imagesloaded.pkgd.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:07	40401/40401	---M-Z	200	added ('OK')	application/x-javascript	etag:%229dd1-657400d6-31fc4;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/owl.carousel.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/owl.carousel.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:08	34694/34694	---M-Z	200	added ('OK')	application/x-javascript	etag:%228786-657400d6-31fbe;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.isotope.v3.0.2.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.isotope.v3.0.2.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:08	5010/5010	---M-Z	200	added ('OK')	application/x-javascript	etag:%221392-657400d6-31fc5;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/smooth-scroll.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/smooth-scroll.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:09	11184/11184	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bb0-657400d6-31fc7;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/venobox.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/venobox.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:09	2381/2381	---M-Z	200	added ('OK')	application/x-javascript	etag:%2294d-657400d6-31fbc;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.ajaxchimp.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:10	1067/1067	---M-Z	200	added ('OK')	application/x-javascript	etag:%2242b-657400d6-31fbd;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.counterup.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.counterup.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:10	8045/8045	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f6d-657400d6-31fc1;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.waypoints.v2.0.3.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.waypoints.v2.0.3.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:10	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-657400d6-31fc0;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.slicknav.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.slicknav.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:11	12201/12201	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa9-657400d6-31fbf;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/jquery.nivo.slider.pack.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/jquery.nivo.slider.pack.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:11	1381/1381	---M-Z	200	added ('OK')	application/x-javascript	etag:%22565-657400d6-31fc2;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/letteranimation.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/letteranimation.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:12	8155/8155	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fdb-657400d6-31fb3;gz%22	https://html.dynamiclayers.net/dl/charitify/js/vendor/wow.min.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/vendor/wow.min.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:12	1262/1262	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ee-657400ba-31b0e;gz%22	https://html.dynamiclayers.net/dl/charitify/js/contact.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/contact.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:13	6016/6016	---M-Z	200	added ('OK')	application/x-javascript	etag:%221780-657400ba-31b0f;gz%22	https://html.dynamiclayers.net/dl/charitify/js/main.js	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/js/main.js	(from https://html.dynamiclayers.net/dl/charitify/index.html)
19:02:14	165742/165742	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-657400b7-31a7f;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont3e6e.eot	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
19:02:16	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-657400b7-31a83;;;%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont3e6e.woff2	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
19:02:16	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%2217ee8-657400b7-31a82;;;%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont3e6e.woff	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
19:02:18	165548/165548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22286ac-657400b7-31a81;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont3e6e.ttf	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
19:02:18	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-657400b7-31a89;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/themify.eot?-fvbane	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/themify9f24.eot	(from https://html.dynamiclayers.net/dl/charitify/css/themify-icons.css)
19:02:19	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	etag:%226c7db-657400b7-31a80;gz%22	https://html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/Ngo/html.dynamiclayers.net/dl/charitify/fonts/fontawesome-webfont3e6e.svg	(from https://html.dynamiclayers.net/dl/charitify/css/font-awesome.min.css)
